"UID","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"050801 Sainsbury's Mini Portabella Mushrooms (300g)","050801","Sainsbury's Mini Portabella Mushrooms (300g)","Mushrooms","Sainsbury's Mini Portabella Mushrooms","Sainsburys",1.5,NA,5,"300g","Kg",2019-01-17
"027756 Sainsbury's Closed Cup White Mushrooms (500g)","027756","Sainsbury's Closed Cup White Mushrooms (500g)","Mushrooms","Sainsbury's Closed Cup White Mushrooms","Sainsburys",1.5,NA,3,"500g","Kg",2019-01-17
"401176 Sainsbury's Organic Closed Cup Mushrooms (300g)","401176","Sainsbury's Organic Closed Cup Mushrooms (300g)","Mushrooms","Sainsbury's Organic Closed Cup Mushrooms","Sainsburys",1,NA,3.33,"300g","Kg",2019-01-17
"543255 Sainsbury's Chestnut Super Mushrooms (250g)","543255","Sainsbury's Chestnut Super Mushrooms (250g)","Mushrooms","Sainsbury's Chestnut Super Mushrooms","Sainsburys",1.15,NA,4,"250g","Kg",2019-01-17
"027755 Sainsbury's Baby Chestnut Mushrooms (150g)","027755","Sainsbury's Baby Chestnut Mushrooms (150g)","Mushrooms","Sainsbury's Baby Chestnut Mushrooms","Sainsburys",1.1,NA,7.33,"150g","Kg",2019-01-17
"042789 Sainsbury's White Mushrooms Sliced (250g)","042789","Sainsbury's White Mushrooms Sliced (250g)","Mushrooms","Sainsbury's White Mushrooms Sliced","Sainsburys",1,NA,4,"250g","Kg",2019-01-17
"042785 Sainsbury's White Closed Cup Mushrooms Loose (Approx 21g)","042785","Sainsbury's White Closed Cup Mushrooms Loose (Approx 21g)","Mushrooms","Sainsbury's White Closed Cup Mushrooms Loose","Sainsburys",0.057,NA,2.7,"Approx 21g","Kg",2019-01-17
"356673 Sainsbury's Taste the Difference Mixed Exotic Mushrooms (200g)","356673","Sainsbury's Taste the Difference Mixed Exotic Mushrooms (200g)","Mushrooms","Sainsbury's Taste the Difference Mixed Exotic Mushrooms","Sainsburys",1.8,NA,9,"200g","Kg",2019-01-17
"027760 Sainsbury's Taste the Difference Shiitake Mushrooms (120g)","027760","Sainsbury's Taste the Difference Shiitake Mushrooms (120g)","Mushrooms","Sainsbury's Taste the Difference Shiitake Mushrooms","Sainsburys",1.35,NA,11.25,"120g","Kg",2019-01-17
"027759 Sainsbury's Large Portabella Mushrooms (250g)","027759","Sainsbury's Large Portabella Mushrooms (250g)","Mushrooms","Sainsbury's Large Portabella Mushrooms","Sainsburys",1.5,NA,6,"250g","Kg",2019-01-17
"543256 Sainsbury's White Super Mushrooms (300g)","543256","Sainsbury's White Super Mushrooms (300g)","Mushrooms","Sainsbury's White Super Mushrooms","Sainsburys",1.15,NA,3.33,"300g","Kg",2019-01-17
"042790 Sainsbury's Taste the Difference Oyster Mushrooms (125g)","042790","Sainsbury's Taste the Difference Oyster Mushrooms (125g)","Mushrooms","Sainsbury's Taste the Difference Oyster Mushrooms","Sainsburys",1.35,NA,10.8,"125g","Kg",2019-01-17
"296967 Tesco Mushrooms (625g)","296967","Tesco Mushrooms (625g)","Mushrooms","Tesco Mushrooms","Tesco",1.85,NA,2.96,"625g","Kg",2019-01-17
"201568 Tesco Chestnut Mushrooms (250g)","201568","Tesco Chestnut Mushrooms (250g)","Mushrooms","Tesco Chestnut Mushrooms","Tesco",1,NA,4,"250g","Kg",2019-01-17
"428220 Tesco Redmere Farms Mushrooms (380g)","428220","Tesco Redmere Farms Mushrooms (380g)","Mushrooms","Tesco Redmere Farms Mushrooms","Tesco",0.82,NA,2.16,"380g","Kg",2019-01-17
"140586 Tesco Closed Cup Mushrooms (300g)","140586","Tesco Closed Cup Mushrooms (300g)","Mushrooms","Tesco Closed Cup Mushrooms","Tesco",0.95,NA,3.17,"300g","Kg",2019-01-17
"300820 Tesco Baby Button Mushrooms (200g)","300820","Tesco Baby Button Mushrooms (200g)","Mushrooms","Tesco Baby Button Mushrooms","Tesco",0.9,NA,4.5,"200g","Kg",2019-01-17
"026659 Tesco Closed Cup Mushrooms Loose (Approx 20g)","026659","Tesco Closed Cup Mushrooms Loose (Approx 20g)","Mushrooms","Tesco Closed Cup Mushrooms Loose","Tesco",0.055,NA,2.75,"Approx 20g","Kg",2019-01-17
"026667 Tesco Sliced Mushrooms (250g)","026667","Tesco Sliced Mushrooms (250g)","Mushrooms","Tesco Sliced Mushrooms","Tesco",1,NA,4,"250g","Kg",2019-01-17
"281600 Tesco Organic White Mushrooms (290g)","281600","Tesco Organic White Mushrooms (290g)","Mushrooms","Tesco Organic White Mushrooms","Tesco",1,NA,3.45,"290g","Kg",2019-01-17
"533234 Tesco Large Flat Mushrooms (250g)","533234","Tesco Large Flat Mushrooms (250g)","Mushrooms","Tesco Large Flat Mushrooms","Tesco",1,NA,4,"250g","Kg",2019-01-17
"245682 Tesco Organic Chestnut Mushrooms (250g)","245682","Tesco Organic Chestnut Mushrooms (250g)","Mushrooms","Tesco Organic Chestnut Mushrooms","Tesco",1.2,NA,4.8,"250g","Kg",2019-01-17
"382822 Tesco Portobello Flat Mushrooms (150g)","382822","Tesco Portobello Flat Mushrooms (150g)","Mushrooms","Tesco Portobello Flat Mushrooms","Tesco",1,NA,6.67,"150g","Kg",2019-01-17
"450800 Tesco Chestnut Baby Mushrooms (150g)","450800","Tesco Chestnut Baby Mushrooms (150g)","Mushrooms","Tesco Chestnut Baby Mushrooms","Tesco",1,NA,6.67,"150g","Kg",2019-01-17
"480575 Tesco Chestnut Mushroom (485g)","480575","Tesco Chestnut Mushroom (485g)","Mushrooms","Tesco Chestnut Mushroom","Tesco",1.75,NA,3.61,"485g","Kg",2019-01-17
"201541 Tesco Finest Forestiere Mushrooms (250g)","201541","Tesco Finest Forestiere Mushrooms (250g)","Mushrooms","Tesco Finest Forestiere Mushrooms","Tesco",1.35,NA,5.4,"250g","Kg",2019-01-17
"026666 Tesco Finest Shiitake Mushroom (125g)","026666","Tesco Finest Shiitake Mushroom (125g)","Mushrooms","Tesco Finest Shiitake Mushroom","Tesco",1.35,NA,10.8,"125g","Kg",2019-01-17
"454085 Tesco Exotic Mushrooms (50g)","454085","Tesco Exotic Mushrooms (50g)","Mushrooms","Tesco Exotic Mushrooms","Tesco",0.89,NA,17.8,"50g","Kg",2019-01-17
"244222 Tesco Finest Wild Mushrooms (100g)","244222","Tesco Finest Wild Mushrooms (100g)","Mushrooms","Tesco Finest Wild Mushrooms","Tesco",2,NA,20,"100g","Kg",2019-01-17
"486839 Tesco Organic Portobellini Mushroom (300g)","486839","Tesco Organic Portobellini Mushroom (300g)","Mushrooms","Tesco Organic Portobellini Mushroom","Tesco",1.5,NA,5,"300g","Kg",2019-01-17
"539744 Tesco Finest King Oyster Mushrooms (200g)","539744","Tesco Finest King Oyster Mushrooms (200g)","Mushrooms","Tesco Finest King Oyster Mushrooms","Tesco",1.75,NA,8.75,"200g","Kg",2019-01-17
"509223 ASDA Farm Stores Nectarines (4)","509223","ASDA Farm Stores Nectarines (4)","Nectarines","ASDA Farm Stores Nectarines","ASDA",1.5,NA,0.375,"4","Each",2019-01-17
"046565 ASDA Grower's Selection Ready to Eat Nectarines (4)","046565","ASDA Grower's Selection Ready to Eat Nectarines (4)","Nectarines","ASDA Grower's Selection Ready to Eat Nectarines","ASDA",2,NA,0.5,"4","Each",2019-01-17
"459682 Oaklands Selection Perfectly Ripe Nectarines (4)","459682","Oaklands Selection Perfectly Ripe Nectarines (4)","Nectarines","Oaklands Selection Perfectly Ripe Nectarines","Lidl",1.99,NA,0.498,"4","Each",2019-01-17
"026229 Waitrose 1 Perfectly Ripe Yellow Flesh Nectarines (4)","026229","Waitrose 1 Perfectly Ripe Yellow Flesh Nectarines (4)","Nectarines","Waitrose 1 Perfectly Ripe Yellow Flesh Nectarines","Ocado",2.99,NA,0.5,"4","Each",2019-01-17
"307544 Ocado Ripen at Home Nectarines (4)","307544","Ocado Ripen at Home Nectarines (4)","Nectarines","Ocado Ripen at Home Nectarines","Ocado",3,NA,0.6,"4","Each",2019-01-17
"520755 Waitrose Sweet White Flesh Nectarines (4)","520755","Waitrose Sweet White Flesh Nectarines (4)","Nectarines","Waitrose Sweet White Flesh Nectarines","Ocado",2.99,NA,0.748,"4","Each",2019-01-17
"026233 Essential Waitrose Home Ripening Nectarines (4)","026233","Essential Waitrose Home Ripening Nectarines (4)","Nectarines","Essential Waitrose Home Ripening Nectarines","Ocado",2.8,NA,0.7,"4","Each",2019-01-17
"290639 Ocado Ripe & Ready to Eat Nectarines (4)","290639","Ocado Ripe & Ready to Eat Nectarines (4)","Nectarines","Ocado Ripe & Ready to Eat Nectarines","Ocado",3.99,NA,0.998,"4","Each",2019-01-17
"026231 Waitrose 1 Perfectly Ripe White Nectarines (4)","026231","Waitrose 1 Perfectly Ripe White Nectarines (4)","Nectarines","Waitrose 1 Perfectly Ripe White Nectarines","Ocado",3.99,NA,0.998,"4","Each",2019-01-17
"042621 Sainsbury's Nectarine Punnet (4)","042621","Sainsbury's Nectarine Punnet (4)","Nectarines","Sainsbury's Nectarine Punnet","Sainsburys",1.65,NA,0.413,"4","Each",2019-01-17
"050200 Sainsbury's Ripe & Ready Nectarines (4)","050200","Sainsbury's Ripe & Ready Nectarines (4)","Nectarines","Sainsbury's Ripe & Ready Nectarines","Sainsburys",3,NA,0.75,"4","Each",2019-01-17
"131940 Sainsbury's Ripe & Ready Zingburst Yellow Flesh Nectarines (4)","131940","Sainsbury's Ripe & Ready Zingburst Yellow Flesh Nectarines (4)","Nectarines","Sainsbury's Ripe & Ready Zingburst Yellow Flesh Nectarines","Sainsburys",3,NA,0.75,"4","Each",2019-01-17
"126752 Tesco Ripen at Home Nectarines (4)","126752","Tesco Ripen at Home Nectarines (4)","Nectarines","Tesco Ripen at Home Nectarines","Tesco",3,NA,0.75,"4","Each",2019-01-17
"428032 Tesco Suntrail Farms Ripen at Home Nectarines (4)","428032","Tesco Suntrail Farms Ripen at Home Nectarines (4)","Nectarines","Tesco Suntrail Farms Ripen at Home Nectarines","Tesco",1.45,NA,0.363,"4","Each",2019-01-17
"386179 Tesco Super Sweet Nectarine (3)","386179","Tesco Super Sweet Nectarine (3)","Nectarines","Tesco Super Sweet Nectarine","Tesco",2,NA,0.667,"3","Each",2019-01-17
"499553 ASDA Farm Stores Peaches (4)","499553","ASDA Farm Stores Peaches (4)","Peaches","ASDA Farm Stores Peaches","ASDA",1.5,NA,0.375,"4","Each",2019-01-17
"432209 Waitrose Peach (4)","432209","Waitrose Peach (4)","Peaches","Waitrose Peach","Ocado",2.99,NA,0.748,"4","Each",2019-01-17
"268846 Ocado Ripen at Home Peaches (4)","268846","Ocado Ripen at Home Peaches (4)","Peaches","Ocado Ripen at Home Peaches","Ocado",3,NA,0.6,"4","Each",2019-01-17
"103461 Sainsbury's Peaches (4)","103461","Sainsbury's Peaches (4)","Peaches","Sainsbury's Peaches","Sainsburys",1.65,NA,0.413,"4","Each",2019-01-17
"255818 Sainsbury's Ripe & Ready Peaches (4)","255818","Sainsbury's Ripe & Ready Peaches (4)","Peaches","Sainsbury's Ripe & Ready Peaches","Sainsburys",3.6,NA,0.9,"4","Each",2019-01-17
"428033 Tesco Suntrail Farms Ripen at Home Peaches (4)","428033","Tesco Suntrail Farms Ripen at Home Peaches (4)","Peaches","Tesco Suntrail Farms Ripen at Home Peaches","Tesco",1.49,0.313,0.373,"4","Each",2019-01-17
"023919 Tesco Supersweet Peaches (3)","023919","Tesco Supersweet Peaches (3)","Peaches","Tesco Supersweet Peaches","Tesco",2.5,NA,0.833,"3","Each",2019-01-17
"126750 Tesco Home Ripen Peaches (4)","126750","Tesco Home Ripen Peaches (4)","Peaches","Tesco Home Ripen Peaches","Tesco",2.5,NA,0.625,"4","Each",2019-01-17
"479743 ASDA Grower's Selection Conference Pears (4)","479743","ASDA Grower's Selection Conference Pears (4)","Pears","ASDA Grower's Selection Conference Pears","ASDA",1,NA,0.25,"4","Each",2019-01-17
"274796 ASDA Farm Stores Pears (500g)","274796","ASDA Farm Stores Pears (500g)","Pears","ASDA Farm Stores Pears","ASDA",0.59,NA,1.18,"500g","Kg",2019-01-17
"272030 ASDA Grower's Selection Pears (1.2Kg)","272030","ASDA Grower's Selection Pears (1.2Kg)","Pears","ASDA Grower's Selection Pears","ASDA",1.8,NA,1.5,"1.2Kg","Kg",2019-01-17
"479694 ASDA Chosen by Kids Sweet & Juicy Pears (6)","479694","ASDA Chosen by Kids Sweet & Juicy Pears (6)","Pears","ASDA Chosen by Kids Sweet & Juicy Pears","ASDA",0.89,NA,0.148,"6","Each",2019-01-17
"292888 ASDA Grower's Selection Dessert Pears (600g)","292888","ASDA Grower's Selection Dessert Pears (600g)","Pears","ASDA Grower's Selection Dessert Pears","ASDA",1,NA,1.67,"600g","Kg",2019-01-17
"292587 ASDA Grower's Selection Conference Pear by Weight (300g)","292587","ASDA Grower's Selection Conference Pear by Weight (300g)","Pears","ASDA Grower's Selection Conference Pear by Weight","ASDA",0.48,NA,1.6,"300g","Kg",2019-01-17
"479768 ASDA Grower's Selection Organic Pears (4)","479768","ASDA Grower's Selection Organic Pears (4)","Pears","ASDA Grower's Selection Organic Pears","ASDA",1.98,NA,0.495,"4","Each",2019-01-17
"478868 ASDA Extra Special Seasonal Selection Pears (4)","478868","ASDA Extra Special Seasonal Selection Pears (4)","Pears","ASDA Extra Special Seasonal Selection Pears","ASDA",2,NA,0.5,"4","Each",2019-01-17
"341206 Iceland Conference Pears (1Kg)","341206","Iceland Conference Pears (1Kg)","Pears","Iceland Conference Pears","Iceland",1.5,NA,1.5,"1Kg","Kg",2019-01-17
"505934 Speciality Pears (4)","505934","Speciality Pears (4)","Pears","Speciality Pears","Lidl",1.99,NA,0.498,"4","Each",2019-01-17
"499036 Conference Pears (5 per pack - 700g)","499036","Conference Pears (5 per pack - 700g)","Pears","Conference Pears","Lidl",0.99,NA,1.41,"5 per pack - 700g","Kg",2019-01-17
"467287 Lidl Abate Pears by Weight (100g)","467287","Lidl Abate Pears by Weight (100g)","Pears","Lidl Abate Pears by Weight","Lidl",0.159,NA,1.59,"100g","Kg",2019-01-17
"312323 Morrisons Sweet Pears (5)","312323","Morrisons Sweet Pears (5)","Pears","Morrisons Sweet Pears","Morrisons",1.35,NA,0.27,"5","Each",2019-01-17
"519892 Morrisons Conference Pears (4)","519892","Morrisons Conference Pears (4)","Pears","Morrisons Conference Pears","Morrisons",1.25,NA,0.313,"4","Each",2019-01-17
"360159 Morrisons Asian Pears (3)","360159","Morrisons Asian Pears (3)","Pears","Morrisons Asian Pears","Morrisons",1.3,NA,0.433,"3","Each",2019-01-17
"217738 Morrisons Ripe & Ready to Eat Pears (4)","217738","Morrisons Ripe & Ready to Eat Pears (4)","Pears","Morrisons Ripe & Ready to Eat Pears","Morrisons",2,0.375,0.5,"4","Each",2019-01-17
"449828 Morrisons Ripe & Ready Seasonal Pear (4)","449828","Morrisons Ripe & Ready Seasonal Pear (4)","Pears","Morrisons Ripe & Ready Seasonal Pear","Morrisons",2,NA,0.5,"4","Each",2019-01-17
"424285 Ocado Conference Pears (6)","424285","Ocado Conference Pears (6)","Pears","Ocado Conference Pears","Ocado",1.8,NA,0.3,"6","Each",2019-01-17
"042662 Essential Waitrose Conference Pears (6)","042662","Essential Waitrose Conference Pears (6)","Pears","Essential Waitrose Conference Pears","Ocado",2.2,NA,0.293,"6","Each",2019-01-17
"406566 Essential Waitrose A Little Less than Perfect Pears (8)","406566","Essential Waitrose A Little Less than Perfect Pears (8)","Pears","Essential Waitrose A Little Less than Perfect Pears","Ocado",1.7,NA,0.213,"8","Each",2019-01-17
"494152 Essential Waitrose Pears (6)","494152","Essential Waitrose Pears (6)","Pears","Essential Waitrose Pears","Ocado",1.8,NA,0.3,"6","Each",2019-01-17
"358092 Waitrose Conference Pears (4)","358092","Waitrose Conference Pears (4)","Pears","Waitrose Conference Pears","Ocado",2.3,NA,0.575,"4","Each",2019-01-17
"077239 Waitrose Comice Pears (4)","077239","Waitrose Comice Pears (4)","Pears","Waitrose Comice Pears","Ocado",3,NA,0.75,"4","Each",2019-01-17
"074610 Waitrose Duchy Organic Pears (4)","074610","Waitrose Duchy Organic Pears (4)","Pears","Waitrose Duchy Organic Pears","Ocado",2.5,NA,0.625,"4","Each",2019-01-17
"438407 Ocado Organic Ripe & Ready Pears (4)","438407","Ocado Organic Ripe & Ready Pears (4)","Pears","Ocado Organic Ripe & Ready Pears","Ocado",2.5,NA,0.625,"4","Each",2019-01-17
"NA Ocado Ripe & Ready Conference Pears (4)",NA,"Ocado Ripe & Ready Conference Pears (4)","Pears","Ocado Ripe & Ready Conference Pears","Ocado",2,NA,0.4,"4","Each",2019-01-17
"046703 Waitrose 1 Perfectly Ripe Conference Pears (4)","046703","Waitrose 1 Perfectly Ripe Conference Pears (4)","Pears","Waitrose 1 Perfectly Ripe Conference Pears","Ocado",2.5,NA,0.5,"4","Each",2019-01-17
"352628 Waitrose 1 Best of British Pears (4)","352628","Waitrose 1 Best of British Pears (4)","Pears","Waitrose 1 Best of British Pears","Ocado",2.5,NA,0.5,"4","Each",2019-01-17
"410437 Ravenhill Pears (4)","410437","Ravenhill Pears (4)","Pears","Ravenhill Pears","Ocado",2.25,NA,0.563,"4","Each",2019-01-17
"406567 Waitrose Blush Pears (4)","406567","Waitrose Blush Pears (4)","Pears","Waitrose Blush Pears","Ocado",2.5,NA,0.625,"4","Each",2019-01-17
"NA Ocado Ripe & Ready to Eat Pears (4)",NA,"Ocado Ripe & Ready to Eat Pears (4)","Pears","Ocado Ripe & Ready to Eat Pears","Ocado",2,NA,0.5,"4","Each",2019-01-17
"NA Natoora Italian Madernassa Poaching Pears (500g)",NA,"Natoora Italian Madernassa Poaching Pears (500g)","Pears","Natoora Italian Madernassa Poaching Pears","Ocado",3.15,5.3,6.3,"500g","Kg",2019-01-17
"046699 Waitrose 1 Perfectly Ripe Red Pears (4)","046699","Waitrose 1 Perfectly Ripe Red Pears (4)","Pears","Waitrose 1 Perfectly Ripe Red Pears","Ocado",2.5,NA,0.625,"4","Each",2019-01-17
"050215 Waitrose 1 Perfectly Ripe Green Williams Pears (4)","050215","Waitrose 1 Perfectly Ripe Green Williams Pears (4)","Pears","Waitrose 1 Perfectly Ripe Green Williams Pears","Ocado",3,NA,0.75,"4","Each",2019-01-17
"423551 Ethical Food Company Organic Pears (4)","423551","Ethical Food Company Organic Pears (4)","Pears","Ethical Food Company Organic Pears","Ocado",3,NA,0.6,"4","Each",2019-01-17
"408296 Orchard World Conference Pears (2Kg)","408296","Orchard World Conference Pears (2Kg)","Pears","Orchard World Conference Pears","Ocado",4.59,NA,1.72,"2Kg","Kg",2019-01-17
"026227 Waitrose 1 Perfectly Ripe Rocha Pears (4)","026227","Waitrose 1 Perfectly Ripe Rocha Pears (4)","Pears","Waitrose 1 Perfectly Ripe Rocha Pears","Ocado",2.5,NA,0.625,"4","Each",2019-01-17
"453110 Natoora British Concorde Pears (3)","453110","Natoora British Concorde Pears (3)","Pears","Natoora British Concorde Pears","Ocado",2.49,NA,0.83,"3","Each",2019-01-17
"306894 Natoora Large French Comice Pears (2)","306894","Natoora Large French Comice Pears (2)","Pears","Natoora Large French Comice Pears","Ocado",3.5,NA,1.75,"2","Each",2019-01-17
"NA Natoora Seasonal Large Italian Pears (2)",NA,"Natoora Seasonal Large Italian Pears (2)","Pears","Natoora Seasonal Large Italian Pears","Ocado",3.99,NA,2,"2","Each",2019-01-17
"271059 Natoora Large French Passe Crassane Pears (2)","271059","Natoora Large French Passe Crassane Pears (2)","Pears","Natoora Large French Passe Crassane Pears","Ocado",3.99,1.75,2,"2","Each",2019-01-17
"046583 Sainsbury's Dessert Pears (6)","046583","Sainsbury's Dessert Pears (6)","Pears","Sainsbury's Dessert Pears","Sainsburys",1.5,NA,0.25,"6","Each",2019-01-17
"025180 Sainsbury's Conference Pears (5)","025180","Sainsbury's Conference Pears (5)","Pears","Sainsbury's Conference Pears","Sainsburys",1.5,NA,0.3,"5","Each",2019-01-17
"042627 Sainsbury's Ripe & Ready Pears (4)","042627","Sainsbury's Ripe & Ready Pears (4)","Pears","Sainsbury's Ripe & Ready Pears","Sainsburys",2,NA,0.5,"4","Each",2019-01-17
"182762 Sainsbury's Ripe & Ready Conference Pears (4)","182762","Sainsbury's Ripe & Ready Conference Pears (4)","Pears","Sainsbury's Ripe & Ready Conference Pears","Sainsburys",2,NA,0.45,"4","Each",2019-01-17
"042624 Sainsbury's Conference Pears Loose (Approx 140g)","042624","Sainsbury's Conference Pears Loose (Approx 140g)","Pears","Sainsbury's Conference Pears Loose","Sainsburys",0.259,NA,1.85,"Approx 140g","Kg",2019-01-17
"182764 Sainsbury's Organic Ripe & Ready Pears (4)","182764","Sainsbury's Organic Ripe & Ready Pears (4)","Pears","Sainsbury's Organic Ripe & Ready Pears","Sainsburys",2,NA,0.5,"4","Each",2019-01-17
"289266 Sainsbury's Pears (4)","289266","Sainsbury's Pears (4)","Pears","Sainsbury's Pears","Sainsburys",1.8,NA,0.45,"4","Each",2019-01-17
"222255 Sainsbury's Organic Pears (4)","222255","Sainsbury's Organic Pears (4)","Pears","Sainsbury's Organic Pears","Sainsburys",2.25,NA,2.25,"4","Each",2019-01-17
"NA Sainsbury's Asian Pears (2)",NA,"Sainsbury's Asian Pears (2)","Pears","Sainsbury's Asian Pears","Sainsburys",1,NA,0.5,"2","Each",2019-01-17
"349471 Tesco Conference Pears (610g)","349471","Tesco Conference Pears (610g)","Pears","Tesco Conference Pears","Tesco",1.5,NA,1.64,"610g","Kg",2019-01-17
"428018 Tesco Rosedene Farms Pears (610g)","428018","Tesco Rosedene Farms Pears (610g)","Pears","Tesco Rosedene Farms Pears","Tesco",0.81,NA,1.33,"610g","Kg",2019-01-17
"352598 Tesco Pears (610g)","352598","Tesco Pears (610g)","Pears","Tesco Pears","Tesco",1.5,NA,2.46,"610g","Kg",2019-01-17
"453107 Tesco Perfectly Imperfect Pears (800g)","453107","Tesco Perfectly Imperfect Pears (800g)","Pears","Tesco Perfectly Imperfect Pears","Tesco",0.7,NA,0.875,"800g","Kg",2019-01-17
"023947 Tesco Conference Pears (Approx 188g)","023947","Tesco Conference Pears (Approx 188g)","Pears","Tesco Conference Pears","Tesco",0.414,NA,2.2,"Approx 188g","Kg",2019-01-17
"361627 Tesco Organic Ripe & Ready Pears (550g)","361627","Tesco Organic Ripe & Ready Pears (550g)","Pears","Tesco Organic Ripe & Ready Pears","Tesco",2.5,NA,4.55,"550g","Kg",2019-01-17
"368862 Tesco Organic Selected Pears (450g)","368862","Tesco Organic Selected Pears (450g)","Pears","Tesco Organic Selected Pears","Tesco",1.7,NA,3.78,"450g","Kg",2019-01-17
"352600 Tesco Perfectly Ripe Pear (4 per pack - 550g)","352600","Tesco Perfectly Ripe Pear (4 per pack - 550g)","Pears","Tesco Perfectly Ripe Pear","Tesco",2,NA,3.64,"4 per pack - 550g","Kg",2019-01-17
"355939 Tesco Perfectly Ripe Conference Pears (4 per pack - 550g)","355939","Tesco Perfectly Ripe Conference Pears (4 per pack - 550g)","Pears","Tesco Perfectly Ripe Conference Pears","Tesco",2,NA,3.64,"4 per pack - 550g","Kg",2019-01-17
